year,state,population,State,Abbrev,Code
1992,MT,825770,Montana,Mont.,MT
1992,NC,6897214,North Carolina,N.C.,NC
1992,ND,638223,North Dakota,N.D.,ND
1992,NE,1611687,Nebraska,Nebr.,NE
1992,NH,1117784,New Hampshire,N.H.,NH
1992,NJ,7880508,New Jersey,N.J.,NJ
1992,NM,1595442,New Mexico,N.M.,NM
1992,NV,1351367,Nevada,Nev.,NV
1992,NY,18246653,New York,N.Y.,NY
1992,OH,11029431,Ohio,Ohio,OH
1992,OK,3220517,Oklahoma,Okla.,OK
1992,OR,2991755,Oregon,Ore.,OR
1992,PA,12049450,Pennsylvania,Pa.,PA
1992,RI,1012581,Rhode Island,R.I.,RI
1992,SC,3620464,South Carolina,S.C.,SC
1992,SD,712801,South Dakota,S.D.,SD
1992,TN,5049742,Tennessee,Tenn.,TN
1992,TX,17759738,Texas,Tex.,TX
1992,UT,1836799,Utah,Utah,UT
1992,VA,6414307,Virginia,Va.,VA
1992,VT,572751,Vermont,Vt.,VT
1992,WA,5160757,Washington,Wash.,WA
1992,WI,5025398,Wisconsin,Wis.,WI
1992,WV,1806451,West Virginia,W.Va.,WV
1992,WY,466251,Wyoming,Wyo.,WY
1993,AK,599432,Alaska,Alaska,AK
1993,AL,4214202,Alabama,Ala.,AL
1993,AR,2456303,Arkansas,Ark.,AR
1993,AZ,4065440,Arizona,Ariz.,AZ
1993,CA,31274928,California,Calif.,CA
1993,CO,3613734,Colorado,Colo.,CO
1993,CT,3309175,Connecticut,Conn.,CT
1993,DC,595301,District of Columbia,D.C.,DC
1993,DE,706378,Delaware,Del.,DE
1993,FL,13927185,Florida,Fla.,FL
1993,GA,6978240,Georgia,Ga.,GA
1993,HI,1172838,Hawaii,Hawaii,HI
1993,IA,2836972,Iowa,Iowa,IA
1993,ID,1108768,Idaho,Idaho,ID
1993,IL,11809579,Illinois,Ill.,IL
1993,IN,5739019,Indiana,Ind.,IN
1993,KS,2556547,Kansas,Kans.,KS
1993,KY,3812206,Kentucky,Ky.,KY
1993,LA,4316428,Louisiana,La.,LA
1993,MA,6060569,Massachusetts,Mass.,MA
1993,MD,4971889,Maryland,Md.,MD
1993,ME,1242302,Maine,Maine,ME
1993,MI,9540114,Michigan,Mich.,MI
1993,MN,4555954,Minnesota,Minn.,MN
1993,MO,5271175,Missouri,Mo.,MO
1993,MS,2655100,Mississippi,Miss.,MS
1993,MT,844761,Montana,Mont.,MT
1993,NC,7042818,North Carolina,N.C.,NC
1993,ND,641216,North Dakota,N.D.,ND
1993,NE,1625590,Nebraska,Nebr.,NE
1993,NH,1129458,New Hampshire,N.H.,NH
1993,NJ,7948915,New Jersey,N.J.,NJ
1993,NM,1636453,New Mexico,N.M.,NM
1993,NV,1411215,Nevada,Nev.,NV
1993,NY,18374954,New York,N.Y.,NY
1993,OH,11101140,Ohio,Ohio,OH
1993,OK,3252285,Oklahoma,Okla.,OK
1993,OR,3060367,Oregon,Ore.,OR
1993,PA,12119724,Pennsylvania,Pa.,PA
1993,RI,1015112,Rhode Island,R.I.,RI
1993,SC,3663314,South Carolina,S.C.,SC
1993,SD,722159,South Dakota,S.D.,SD
1993,TN,5137584,Tennessee,Tenn.,TN
1993,TX,18161612,Texas,Tex.,TX
1993,UT,1898404,Utah,Utah,UT
1993,VA,6509630,Virginia,Va.,VA
1993,VT,577748,Vermont,Vt.,VT
1993,WA,5278842,Washington,Wash.,WA
1993,WI,5084889,Wisconsin,Wis.,WI
1993,WV,1817539,West Virginia,W.Va.,WV
1993,WY,473081,Wyoming,Wyo.,WY
1994,AK,603308,Alaska,Alaska,AK
1994,AL,4260229,Alabama,Ala.,AL
1994,AR,2494019,Arkansas,Ark.,AR
1994,AZ,4245089,Arizona,Ariz.,AZ
1994,CA,31484435,California,Calif.,CA
1994,CO,3724168,Colorado,Colo.,CO
1994,CT,3316121,Connecticut,Conn.,CT
1994,DC,589239,District of Columbia,D.C.,DC
1994,DE,717545,Delaware,Del.,DE
1994,FL,14239444,Florida,Fla.,FL
1994,GA,7157165,Georgia,Ga.,GA
1994,HI,1187536,Hawaii,Hawaii,HI
1994,IA,2850746,Iowa,Iowa,IA
1994,ID,1145140,Idaho,Idaho,ID
1994,IL,11912585,Illinois,Ill.,IL
1994,IN,5793526,Indiana,Ind.,IN
1994,KS,2580513,Kansas,Kans.,KS
1994,KY,3849088,Kentucky,Ky.,KY
1994,LA,4347481,Louisiana,La.,LA
1994,MA,6095241,Massachusetts,Mass.,MA
1994,MD,5023060,Maryland,Md.,MD
1994,ME,1242662,Maine,Maine,ME
1994,MI,9597737,Michigan,Mich.,MI
1994,MN,4610355,Minnesota,Minn.,MN
1994,MO,5324497,Missouri,Mo.,MO
1994,MS,2688992,Mississippi,Miss.,MS
1994,MT,861306,Montana,Mont.,MT
1994,NC,7187398,North Carolina,N.C.,NC
1994,ND,644804,North Dakota,N.D.,ND
1994,NE,1639041,Nebraska,Nebr.,NE
1994,NH,1142560,New Hampshire,N.H.,NH
1994,NJ,8014306,New Jersey,N.J.,NJ
1994,NM,1682398,New Mexico,N.M.,NM
1994,NV,1499298,Nevada,Nev.,NV
1994,NY,18459470,New York,N.Y.,NY
1994,OH,11152454,Ohio,Ohio,OH
1994,OK,3280940,Oklahoma,Okla.,OK
1994,OR,3121264,Oregon,Ore.,OR
1994,PA,12166050,Pennsylvania,Pa.,PA
1994,RI,1015960,Rhode Island,R.I.,RI
1994,SC,3705397,South Carolina,S.C.,SC
1994,SD,730790,South Dakota,S.D.,SD
1994,TN,5231438,Tennessee,Tenn.,TN
1994,TX,18564062,Texas,Tex.,TX
1994,UT,1960446,Utah,Utah,UT
1994,VA,6593139,Virginia,Va.,VA
1994,VT,583836,Vermont,Vt.,VT
1994,WA,5375161,Washington,Wash.,WA
1994,WI,5133678,Wisconsin,Wis.,WI
1994,WV,1820421,West Virginia,W.Va.,WV
1994,WY,480283,Wyoming,Wyo.,WY
1995,AK,604412,Alaska,Alaska,AK
1995,AL,4296800,Alabama,Ala.,AL
1995,AR,2535399,Arkansas,Ark.,AR
1995,AZ,4432499,Arizona,Ariz.,AZ
1995,CA,31696582,California,Calif.,CA
1995,CO,3826653,Colorado,Colo.,CO
1995,CT,3324144,Connecticut,Conn.,CT
1995,DC,580517,District of Columbia,D.C.,DC
1995,DE,729734,Delaware,Del.,DE
1995,FL,14537875,Florida,Fla.,FL
1995,GA,7328413,Georgia,Ga.,GA
1995,HI,1196854,Hawaii,Hawaii,HI
1995,IA,2867373,Iowa,Iowa,IA
1995,ID,1177322,Idaho,Idaho,ID
1995,IL,12008437,Illinois,Ill.,IL
1995,IN,5851459,Indiana,Ind.,IN
1995,KS,2601007,Kansas,Kans.,KS
1995,KY,3887427,Kentucky,Ky.,KY
1995,LA,4378779,Louisiana,La.,LA
1995,MA,6141445,Massachusetts,Mass.,MA
1995,MD,5070033,Maryland,Md.,MD
1995,ME,1243480,Maine,Maine,ME
1995,MI,9676211,Michigan,Mich.,MI
1995,MN,4660180,Minnesota,Minn.,MN
1995,MO,5378247,Missouri,Mo.,MO
1995,MS,2722659,Mississippi,Miss.,MS
1995,MT,876553,Montana,Mont.,MT
1995,NC,7344674,North Carolina,N.C.,NC
1995,ND,647832,North Dakota,N.D.,ND
1995,NE,1656992,Nebraska,Nebr.,NE
1995,NH,1157561,New Hampshire,N.H.,NH
1995,NJ,8083242,New Jersey,N.J.,NJ
1995,NM,1720394,New Mexico,N.M.,NM
1995,NV,1581578,Nevada,Nev.,NV
1995,NY,18524104,New York,N.Y.,NY
1995,OH,11202751,Ohio,Ohio,OH
1995,OK,3308208,Oklahoma,Okla.,OK
1995,OR,3184369,Oregon,Ore.,OR
1995,PA,12198403,Pennsylvania,Pa.,PA
1995,RI,1017002,Rhode Island,R.I.,RI
1995,SC,3748582,South Carolina,S.C.,SC
1995,SD,737925,South Dakota,S.D.,SD
1995,TN,5326936,Tennessee,Tenn.,TN
1995,TX,18958751,Texas,Tex.,TX
1995,UT,2014177,Utah,Utah,UT
1995,VA,6670693,Virginia,Va.,VA
1995,VT,589002,Vermont,Vt.,VT
1995,WA,5481027,Washington,Wash.,WA
1995,WI,5184836,Wisconsin,Wis.,WI
1995,WV,1823700,West Virginia,W.Va.,WV
1995,WY,485160,Wyoming,Wyo.,WY
1996,AK,608569,Alaska,Alaska,AK
1996,AL,4331102,Alabama,Ala.,AL
1996,AR,2572109,Arkansas,Ark.,AR
1996,AZ,4586940,Arizona,Ariz.,AZ
1996,CA,32018834,California,Calif.,CA
1996,CO,3919972,Colorado,Colo.,CO
1996,CT,3336685,Connecticut,Conn.,CT
1996,DC,572377,District of Columbia,D.C.,DC
1996,DE,740977,Delaware,Del.,DE
1996,FL,14853360,Florida,Fla.,FL
1996,GA,7501069,Georgia,Ga.,GA
1996,HI,1203755,Hawaii,Hawaii,HI
1996,IA,2880000,Iowa,Iowa,IA
1996,ID,1203083,Idaho,Idaho,ID
1996,IL,12101997,Illinois,Ill.,IL
1996,IN,5906013,Indiana,Ind.,IN
1996,KS,2614554,Kansas,Kans.,KS
1996,KY,3919535,Kentucky,Ky.,KY
1996,LA,4398877,Louisiana,La.,LA
1996,MA,6179756,Massachusetts,Mass.,MA
1996,MD,5111986,Maryland,Md.,MD
1996,ME,1249060,Maine,Maine,ME
1996,MI,9758645,Michigan,Mich.,MI
1996,MN,4712827,Minnesota,Minn.,MN
1996,MO,5431553,Missouri,Mo.,MO
1996,MS,2748085,Mississippi,Miss.,MS
1996,MT,886254,Montana,Mont.,MT
1996,NC,7500670,North Carolina,N.C.,NC
1996,ND,650382,North Dakota,N.D.,ND
1996,NE,1673740,Nebraska,Nebr.,NE
1996,NH,1174719,New Hampshire,N.H.,NH
1996,NJ,8149596,New Jersey,N.J.,NJ
1996,NM,1752326,New Mexico,N.M.,NM
1996,NV,1666320,Nevada,Nev.,NV
1996,NY,18588460,New York,N.Y.,NY
1996,OH,11242827,Ohio,Ohio,OH
1996,OK,3340129,Oklahoma,Okla.,OK
1996,OR,3247111,Oregon,Ore.,OR
1996,PA,12220464,Pennsylvania,Pa.,PA
1996,RI,1020893,Rhode Island,R.I.,RI
1996,SC,3796200,South Carolina,S.C.,SC
1996,SD,742213,South Dakota,S.D.,SD
1996,TN,5416643,Tennessee,Tenn.,TN
1996,TX,19340342,Texas,Tex.,TX
1996,UT,2067976,Utah,Utah,UT
1996,VA,6750884,Virginia,Va.,VA
1996,VT,593701,Vermont,Vt.,VT
1996,WA,5569753,Washington,Wash.,WA
1996,WI,5229986,Wisconsin,Wis.,WI
1996,WV,1822808,West Virginia,W.Va.,WV
1996,WY,488167,Wyoming,Wyo.,WY
1997,AK,612968,Alaska,Alaska,AK
1997,AL,4367935,Alabama,Ala.,AL
1997,AR,2601090,Arkansas,Ark.,AR
1997,AZ,4736990,Arizona,Ariz.,AZ
1997,CA,32486010,California,Calif.,CA
1997,CO,4018293,Colorado,Colo.,CO
1997,CT,3349348,Connecticut,Conn.,CT
1997,DC,567736,District of Columbia,D.C.,DC
1997,DE,751487,Delaware,Del.,DE
1997,FL,15186304,Florida,Fla.,FL
1997,GA,7685099,Georgia,Ga.,GA
1997,HI,1211640,Hawaii,Hawaii,HI
1997,IA,2891119,Iowa,Iowa,IA
1997,ID,1228520,Idaho,Idaho,ID
1997,IL,12185715,Illinois,Ill.,IL
1997,IN,5955267,Indiana,Ind.,IN
1997,KS,2635292,Kansas,Kans.,KS
1997,KY,3952747,Kentucky,Ky.,KY
1997,LA,4421071,Louisiana,La.,LA
1997,MA,6226058,Massachusetts,Mass.,MA
1997,MD,5157328,Maryland,Md.,MD
1997,ME,1254774,Maine,Maine,ME
1997,MI,9809051,Michigan,Mich.,MI
1997,MN,4763390,Minnesota,Minn.,MN
1997,MO,5481193,Missouri,Mo.,MO
1997,MS,2777004,Mississippi,Miss.,MS
1997,MT,889865,Montana,Mont.,MT
1997,NC,7656825,North Carolina,N.C.,NC
1997,ND,649716,North Dakota,N.D.,ND
1997,NE,1686418,Nebraska,Nebr.,NE
1997,NH,1189425,New Hampshire,N.H.,NH
1997,NJ,8218808,New Jersey,N.J.,NJ
1997,NM,1774839,New Mexico,N.M.,NM
1997,NV,1764104,Nevada,Nev.,NV
1997,NY,18656546,New York,N.Y.,NY
1997,OH,11277357,Ohio,Ohio,OH
1997,OK,3372917,Oklahoma,Okla.,OK
1997,OR,3304310,Oregon,Ore.,OR
1997,PA,12227814,Pennsylvania,Pa.,PA
1997,RI,1025353,Rhode Island,R.I.,RI
1997,SC,3859696,South Carolina,S.C.,SC
1997,SD,744223,South Dakota,S.D.,SD
1997,TN,5499233,Tennessee,Tenn.,TN
1997,TX,19740317,Texas,Tex.,TX
1997,UT,2119784,Utah,Utah,UT
1997,VA,6829183,Virginia,Va.,VA
1997,VT,597239,Vermont,Vt.,VT
1997,WA,5674747,Washington,Wash.,WA
1997,WI,5266213,Wisconsin,Wis.,WI
1997,WV,1819113,West Virginia,W.Va.,WV
1997,WY,489451,Wyoming,Wyo.,WY
1998,AK,619932,Alaska,Alaska,AK
1998,AL,4404701,Alabama,Ala.,AL
1998,AR,2626289,Arkansas,Ark.,AR
1998,AZ,4883342,Arizona,Ariz.,AZ
1998,CA,32987675,California,Calif.,CA
1998,CO,4116639,Colorado,Colo.,CO
1998,CT,3365352,Connecticut,Conn.,CT
1998,DC,565230,District of Columbia,D.C.,DC
1998,DE,763335,Delaware,Del.,DE
1998,FL,15486559,Florida,Fla.,FL
1998,GA,7863536,Georgia,Ga.,GA
1998,HI,1215233,Hawaii,Hawaii,HI
1998,IA,2902872,Iowa,Iowa,IA
1998,ID,1252330,Idaho,Idaho,ID
1998,IL,12271847,Illinois,Ill.,IL
1998,IN,5998880,Indiana,Ind.,IN
1998,KS,2660598,Kansas,Kans.,KS
1998,KY,3985390,Kentucky,Ky.,KY
1998,LA,4440344,Louisiana,La.,LA
1998,MA,6271838,Massachusetts,Mass.,MA
1998,MD,5204464,Maryland,Md.,MD
1998,ME,1259127,Maine,Maine,ME
1998,MI,9847942,Michigan,Mich.,MI
1998,MN,4813412,Minnesota,Minn.,MN
1998,MO,5521765,Missouri,Mo.,MO
1998,MS,2804834,Mississippi,Miss.,MS
1998,MT,892431,Montana,Mont.,MT
1998,NC,7809121,North Carolina,N.C.,NC
1998,ND,647532,North Dakota,N.D.,ND
1998,NE,1695816,Nebraska,Nebr.,NE
1998,NH,1205940,New Hampshire,N.H.,NH
1998,NJ,8287418,New Jersey,N.J.,NJ
1998,NM,1793484,New Mexico,N.M.,NM
1998,NV,1853191,Nevada,Nev.,NV
1998,NY,18755906,New York,N.Y.,NY
1998,OH,11311536,Ohio,Ohio,OH
1998,OK,3405194,Oklahoma,Okla.,OK
1998,OR,3352449,Oregon,Ore.,OR
1998,PA,12245672,Pennsylvania,Pa.,PA
1998,RI,1031155,Rhode Island,R.I.,RI
1998,SC,3919235,South Carolina,S.C.,SC
1998,SD,746058,South Dakota,S.D.,SD
1998,TN,5570045,Tennessee,Tenn.,TN
1998,TX,20157531,Texas,Tex.,TX
1998,UT,2165960,Utah,Utah,UT
1998,VA,6900918,Virginia,Va.,VA
1998,VT,600416,Vermont,Vt.,VT
1998,WA,5769562,Washington,Wash.,WA
1998,WI,5297672,Wisconsin,Wis.,WI
1998,WV,1815609,West Virginia,W.Va.,WV
1998,WY,490787,Wyoming,Wyo.,WY
1999,AK,624779,Alaska,Alaska,AK
1999,AL,4430141,Alabama,Ala.,AL
1999,AR,2651860,Arkansas,Ark.,AR
1999,AZ,5023823,Arizona,Ariz.,AZ
1999,CA,33499204,California,Calif.,CA
1999,CO,4226018,Colorado,Colo.,CO
1999,CT,3386401,Connecticut,Conn.,CT
1999,DC,570213,District of Columbia,D.C.,DC
1999,DE,774990,Delaware,Del.,DE
1999,FL,15759421,Florida,Fla.,FL
1999,GA,8045965,Georgia,Ga.,GA
1999,HI,1210300,Hawaii,Hawaii,HI
1999,IA,2917634,Iowa,Iowa,IA
1999,ID,1275674,Idaho,Idaho,ID
1999,IL,12359020,Illinois,Ill.,IL
1999,IN,6044969,Indiana,Ind.,IN
1999,KS,2678338,Kansas,Kans.,KS
1999,KY,4018053,Kentucky,Ky.,KY
1999,LA,4460811,Louisiana,La.,LA
1999,MA,6317345,Massachusetts,Mass.,MA
1999,MD,5254509,Maryland,Md.,MD
1999,ME,1266808,Maine,Maine,ME
1999,MI,9897116,Michigan,Mich.,MI
1999,MN,4873481,Minnesota,Minn.,MN
1999,MO,5561948,Missouri,Mo.,MO
1999,MS,2828408,Mississippi,Miss.,MS
1999,MT,897507,Montana,Mont.,MT
1999,NC,7949361,North Carolina,N.C.,NC
1999,ND,644259,North Dakota,N.D.,ND
1999,NE,1704764,Nebraska,Nebr.,NE
1999,NH,1222014,New Hampshire,N.H.,NH
1999,NJ,8359592,New Jersey,N.J.,NJ
1999,NM,1808082,New Mexico,N.M.,NM
1999,NV,1934718,Nevada,Nev.,NV
1999,NY,18882725,New York,N.Y.,NY
1999,OH,11335454,Ohio,Ohio,OH
1999,OK,3437147,Oklahoma,Okla.,OK
1999,OR,3393941,Oregon,Ore.,OR
1999,PA,12263805,Pennsylvania,Pa.,PA
1999,RI,1040402,Rhode Island,R.I.,RI
1999,SC,3974682,South Carolina,S.C.,SC
1999,SD,750412,South Dakota,S.D.,SD
1999,TN,5638706,Tennessee,Tenn.,TN
1999,TX,20558220,Texas,Tex.,TX
1999,UT,2203482,Utah,Utah,UT
1999,VA,7000174,Virginia,Va.,VA
1999,VT,604683,Vermont,Vt.,VT
1999,WA,5842564,Washington,Wash.,WA
1999,WI,5332666,Wisconsin,Wis.,WI
1999,WV,1811799,West Virginia,W.Va.,WV
1999,WY,491780,Wyoming,Wyo.,WY
2000,AK,627963,Alaska,Alaska,AK
2000,AL,4452173,Alabama,Ala.,AL
2000,AR,2678588,Arkansas,Ark.,AR
2000,AZ,5160586,Arizona,Ariz.,AZ
2000,CA,33987977,California,Calif.,CA
2000,CO,4326921,Colorado,Colo.,CO
2000,CT,3411777,Connecticut,Conn.,CT
2000,DC,572046,District of Columbia,D.C.,DC
2000,DE,786373,Delaware,Del.,DE
2000,FL,16047515,Florida,Fla.,FL
2000,GA,8227303,Georgia,Ga.,GA
2000,HI,1213519,Hawaii,Hawaii,HI
2000,IA,2929067,Iowa,Iowa,IA
2000,ID,1299430,Idaho,Idaho,ID
2000,IL,12434161,Illinois,Ill.,IL
2000,IN,6091866,Indiana,Ind.,IN
2000,KS,2693681,Kansas,Kans.,KS
2000,KY,4049021,Kentucky,Ky.,KY
2000,LA,4471885,Louisiana,La.,LA
2000,MA,6361104,Massachusetts,Mass.,MA
2000,MD,5311034,Maryland,Md.,MD
2000,ME,1277072,Maine,Maine,ME
2000,MI,9952450,Michigan,Mich.,MI
2000,MN,4933692,Minnesota,Minn.,MN
2000,MO,5607285,Missouri,Mo.,MO
2000,MS,2848353,Mississippi,Miss.,MS
2000,MT,903773,Montana,Mont.,MT
2000,NC,8081614,North Carolina,N.C.,NC
2000,ND,642023,North Dakota,N.D.,ND
2000,NE,1713820,Nebraska,Nebr.,NE
2000,NH,1239882,New Hampshire,N.H.,NH
2000,NJ,8430621,New Jersey,N.J.,NJ
2000,NM,1821204,New Mexico,N.M.,NM
2000,NV,2018741,Nevada,Nev.,NV
2000,NY,19001780,New York,N.Y.,NY
2000,OH,11363543,Ohio,Ohio,OH
2000,OK,3454365,Oklahoma,Okla.,OK
2000,OR,3429708,Oregon,Ore.,OR
2000,PA,12284173,Pennsylvania,Pa.,PA
2000,RI,1050268,Rhode Island,R.I.,RI
2000,SC,4024223,South Carolina,S.C.,SC
2000,SD,755844,South Dakota,S.D.,SD
2000,TN,5703719,Tennessee,Tenn.,TN
2000,TX,20944499,Texas,Tex.,TX
2000,UT,2244502,Utah,Utah,UT
2000,VA,7105817,Virginia,Va.,VA
2000,VT,609618,Vermont,Vt.,VT
2000,WA,5910512,Washington,Wash.,WA
2000,WI,5373999,Wisconsin,Wis.,WI
2000,WV,1807021,West Virginia,W.Va.,WV
2000,WY,494300,Wyoming,Wyo.,WY
2001,AK,633714,Alaska,Alaska,AK
2001,AL,4467634,Alabama,Ala.,AL
2001,AR,2691571,Arkansas,Ark.,AR
2001,AZ,5273477,Arizona,Ariz.,AZ
2001,CA,34479458,California,Calif.,CA
2001,CO,4425687,Colorado,Colo.,CO
2001,CT,3432835,Connecticut,Conn.,CT
2001,DC,574504,District of Columbia,D.C.,DC
2001,DE,795699,Delaware,Del.,DE
2001,FL,16356966,Florida,Fla.,FL
2001,GA,8377038,Georgia,Ga.,GA
2001,HI,1225948,Hawaii,Hawaii,HI
2001,IA,2931997,Iowa,Iowa,IA
2001,ID,1319962,Idaho,Idaho,ID
2001,IL,12488445,Illinois,Ill.,IL
2001,IN,6127760,Indiana,Ind.,IN
2001,KS,2702162,Kansas,Kans.,KS
2001,KY,4068132,Kentucky,Ky.,KY
2001,LA,4477875,Louisiana,La.,LA
2001,MA,6397634,Massachusetts,Mass.,MA
2001,MD,5374691,Maryland,Md.,MD
2001,ME,1285692,Maine,Maine,ME
2001,MI,9991120,Michigan,Mich.,MI
2001,MN,4982796,Minnesota,Minn.,MN
2001,MO,5641142,Missouri,Mo.,MO
2001,MS,2852994,Mississippi,Miss.,MS
2001,MT,906961,Montana,Mont.,MT
2001,NC,8210122,North Carolina,N.C.,NC
2001,ND,639062,North Dakota,N.D.,ND
2001,NE,1719836,Nebraska,Nebr.,NE
2001,NH,1255517,New Hampshire,N.H.,NH
2001,NJ,8492671,New Jersey,N.J.,NJ
2001,NM,1831690,New Mexico,N.M.,NM
2001,NV,2098399,Nevada,Nev.,NV
2001,NY,19082838,New York,N.Y.,NY
2001,OH,11387404,Ohio,Ohio,OH
2001,OK,3467100,Oklahoma,Okla.,OK
2001,OR,3467937,Oregon,Ore.,OR
2001,PA,12298970,Pennsylvania,Pa.,PA
2001,RI,1057142,Rhode Island,R.I.,RI
2001,SC,4064995,South Carolina,S.C.,SC
2001,SD,757972,South Dakota,S.D.,SD
2001,TN,5750789,Tennessee,Tenn.,TN
2001,TX,21319622,Texas,Tex.,TX
2001,UT,2283715,Utah,Utah,UT
2001,VA,7198362,Virginia,Va.,VA
2001,VT,612223,Vermont,Vt.,VT
2001,WA,5985722,Washington,Wash.,WA
2001,WI,5406835,Wisconsin,Wis.,WI
2001,WV,1801481,West Virginia,W.Va.,WV
2001,WY,494657,Wyoming,Wyo.,WY
2002,AK,642337,Alaska,Alaska,AK
2002,AL,4480089,Alabama,Ala.,AL
2002,AR,2705927,Arkansas,Ark.,AR
2002,AZ,5396255,Arizona,Ariz.,AZ
2002,CA,34871843,California,Calif.,CA
2002,CO,4490406,Colorado,Colo.,CO
2002,CT,3458749,Connecticut,Conn.,CT
2002,DC,573158,District of Columbia,D.C.,DC
2002,DE,806169,Delaware,Del.,DE
2002,FL,16689370,Florida,Fla.,FL
2002,GA,8508256,Georgia,Ga.,GA
2002,HI,1239613,Hawaii,Hawaii,HI
2002,IA,2934234,Iowa,Iowa,IA
2002,ID,1340372,Idaho,Idaho,ID
2002,IL,12525556,Illinois,Ill.,IL
2002,IN,6155967,Indiana,Ind.,IN
2002,KS,2713535,Kansas,Kans.,KS
2002,KY,4089875,Kentucky,Ky.,KY
2002,LA,4497267,Louisiana,La.,LA
2002,MA,6417206,Massachusetts,Mass.,MA
2002,MD,5440389,Maryland,Md.,MD
2002,ME,1295960,Maine,Maine,ME
2002,MI,10015710,Michigan,Mich.,MI
2002,MN,5018935,Minnesota,Minn.,MN
2002,MO,5674825,Missouri,Mo.,MO
2002,MS,2858681,Mississippi,Miss.,MS
2002,MT,911667,Montana,Mont.,MT
2002,NC,8326201,North Carolina,N.C.,NC
2002,ND,638168,North Dakota,N.D.,ND
2002,NE,1728292,Nebraska,Nebr.,NE
2002,NH,1269089,New Hampshire,N.H.,NH
2002,NJ,8552643,New Jersey,N.J.,NJ
2002,NM,1855309,New Mexico,N.M.,NM
2002,NV,2173791,Nevada,Nev.,NV
2002,NY,19137800,New York,N.Y.,NY
2002,OH,11407889,Ohio,Ohio,OH
2002,OK,3489080,Oklahoma,Okla.,OK
2002,OR,3513424,Oregon,Ore.,OR
2002,PA,12331031,Pennsylvania,Pa.,PA
2002,RI,1065995,Rhode Island,R.I.,RI
2002,SC,4107795,South Carolina,S.C.,SC
2002,SD,760020,South Dakota,S.D.,SD
2002,TN,5795918,Tennessee,Tenn.,TN
2002,TX,21690325,Texas,Tex.,TX
2002,UT,2324815,Utah,Utah,UT
2002,VA,7286873,Virginia,Va.,VA
2002,VT,615442,Vermont,Vt.,VT
2002,WA,6052349,Washington,Wash.,WA
2002,WI,5445162,Wisconsin,Wis.,WI
2002,WV,1805414,West Virginia,W.Va.,WV
2002,WY,500017,Wyoming,Wyo.,WY
2003,AK,648414,Alaska,Alaska,AK
2003,AL,4503491,Alabama,Ala.,AL
2003,AR,2724816,Arkansas,Ark.,AR
2003,AZ,5510364,Arizona,Ariz.,AZ
2003,CA,35253159,California,Calif.,CA
2003,CO,4528732,Colorado,Colo.,CO
2003,CT,3484336,Connecticut,Conn.,CT
2003,DC,568502,District of Columbia,D.C.,DC
2003,DE,818003,Delaware,Del.,DE
2003,FL,17004085,Florida,Fla.,FL
2003,GA,8622793,Georgia,Ga.,GA
2003,HI,1251154,Hawaii,Hawaii,HI
2003,IA,2941999,Iowa,Iowa,IA
2003,ID,1363380,Idaho,Idaho,ID
2003,IL,12556006,Illinois,Ill.,IL
2003,IN,6196638,Indiana,Ind.,IN
2003,KS,2723004,Kansas,Kans.,KS
2003,KY,4117170,Kentucky,Ky.,KY
2003,LA,4521042,Louisiana,La.,LA
2003,MA,6422565,Massachusetts,Mass.,MA
2003,MD,5496269,Maryland,Md.,MD
2003,ME,1306513,Maine,Maine,ME
2003,MI,10041152,Michigan,Mich.,MI
2003,MN,5053572,Minnesota,Minn.,MN
2003,MO,5709403,Missouri,Mo.,MO
2003,MS,2868312,Mississippi,Miss.,MS
2003,MT,919630,Montana,Mont.,MT
2003,NC,8422501,North Carolina,N.C.,NC
2003,ND,638817,North Dakota,N.D.,ND
2003,NE,1738643,Nebraska,Nebr.,NE
2003,NH,1279840,New Hampshire,N.H.,NH
2003,NJ,8601402,New Jersey,N.J.,NJ
2003,NM,1877574,New Mexico,N.M.,NM
2003,NV,2248850,Nevada,Nev.,NV
2003,NY,19175939,New York,N.Y.,NY
2003,OH,11434788,Ohio,Ohio,OH
2003,OK,3504892,Oklahoma,Okla.,OK
2003,OR,3547376,Oregon,Ore.,OR
2003,PA,12374658,Pennsylvania,Pa.,PA
2003,RI,1071342,Rhode Island,R.I.,RI
2003,SC,4150297,South Carolina,S.C.,SC
2003,SD,763729,South Dakota,S.D.,SD
2003,TN,5847812,Tennessee,Tenn.,TN
2003,TX,22030931,Texas,Tex.,TX
2003,UT,2360137,Utah,Utah,UT
2003,VA,7366977,Virginia,Va.,VA
2003,VT,617858,Vermont,Vt.,VT
2003,WA,6104115,Washington,Wash.,WA
2003,WI,5479203,Wisconsin,Wis.,WI
2003,WV,1812295,West Virginia,W.Va.,WV
2003,WY,503453,Wyoming,Wyo.,WY
2004,AK,659286,Alaska,Alaska,AK
2004,AL,4530729,Alabama,Ala.,AL
2004,AR,2749686,Arkansas,Ark.,AR
2004,AZ,5652404,Arizona,Ariz.,AZ
2004,CA,35574576,California,Calif.,CA
2004,CO,4575013,Colorado,Colo.,CO
2004,CT,3496094,Connecticut,Conn.,CT
2004,DC,567754,District of Columbia,D.C.,DC
2004,DE,830803,Delaware,Del.,DE
2004,FL,17415318,Florida,Fla.,FL
2004,GA,8769252,Georgia,Ga.,GA
2004,HI,1273569,Hawaii,Hawaii,HI
2004,IA,2953635,Iowa,Iowa,IA
